type	NO	지역	점포명	주소	연락처
withme	485	경기	동두천점	경기도 동두천시 중앙로 296(생연동)	-
withme	486	경기	덕풍점	경기도 하남시 대성로 261 (덕풍동)	-
withme	487	경기	대부황금로점	경기도 안산시 단원구 대부북동 14	-
withme	488	경기	대부도점	경기도 안산시 단원구 대부황금로 1509-1	-
withme	489	경기	당정역점	경기도 군포시 당정역로 92, 101(슬기프라자)	-
withme	490	경기	단국대점	경기도 용인시 수지구 죽전로 152-1 (죽전동)	-
withme	491	경기	농협대학점	경기도 고양시 덕양구 서삼릉1길 74 (원흥동)	-
withme	492	경기	내리점	경기도 안성시 내리6길 24	-
withme	493	경기	남양주점	경기도 남양주시 경춘로 988 (금곡동)	-
withme	494	경기	남양도심역점	경기도 남양주시 덕소로223번길 11	-
withme	495	경기	김포한강신도시점	경기도 김포시 양촌읍 양곡리 1341-3	-
withme	496	경기	기흥역점	경기도 용인시 기흥구 기흥로 4 (구갈동,1층)	-
withme	497	경기	기흥구청점	경기도 용인시 기흥구 구갈로60번길 19 (구갈동)	-
withme	498	경기	금광베네스타점	경기도 용인시 처인구 천리 1134(A상가	-
withme	499	경기	군포당동점	경기도 군포시 당산로 74 (당동,1층일부)	-
withme	500	경기	구리상록점	경기도 구리시 장자대로111번길 66(상록아파트상가동105호)	-
withme	501	경기	구리동원점	경기도 구리시 동구릉로85번길 12	-
withme	502	경기	구리교문점	경기도 구리시 딸기원로 3 (교문동)	-
withme	503	경기	광주경안점	경기도 광주시 포돌이로 15(탄벌동,외1)	-
withme	504	경기	광명산타마리아점	경기도 광명시 일직로 79, 102(일직동,1층102-103호)	-
withme	505	경기	광명사거리역점	경기도 광명시 오리로975번길 6-1 (광명동)	-
withme	506	경기	광교점	경기도 수원시 영통구 대학1로64번길 53, 103(이의동)	-
withme	507	경기	공도터미널점	경기도 안성시 승두리 70-2	-
withme	508	경기	고잔푸르지오점	경기도 안산시 단원구 광덕4로 116, 120(고잔동,대덕프라자)	-
withme	509	경기	고양삼송점	경기도 고양시 덕양구 삼송동 348-2 106호	-
withme	510	경기	가능사랑점	경기도 의정부시 신촌로 78 (가능동)	-
withme	511	경기	PDCC점	경기도 성남시 분당구 판교로 242(C동B115	-
withme	512	인천	인천예술회관점	인천광역시 남동구 인주대로 590	-
withme	513	인천	서구신안점	인천광역시 서구 원당대로840번길 22 1F 101호	-
withme	514	인천	부평부개타운점	인천광역시 부평구 수변로9번길 61	-
withme	515	인천	인천검암타운점	인천광역시 서구 승학로450번길 20-2 제씨동 1층 101호	-
withme	516	인천	남인천세무서점	인천광역시 남동구 구월동 1492-5	-
withme	517	인천	서구심곡점	인천광역시 서구 심곡로 44-1	-
withme	518	인천	인천원창공단점	인천광역시 서구 원창동 55-11	-
withme	519	인천	학익대로점	인천광역시 남구 소성로 244 3호	-
withme	520	인천	부평시장로터리점	인천광역시 부평구 부평문화로 106	-
withme	521	인천	인천서달점	인천광역시 서구 서달로 147	-
withme	522	인천	용현사거리점	인천광역시 남구 인주대로 129	-
withme	523	인천	제물포역점	인천광역시 남구 석정로162번길 55-1	-
withme	524	인천	부평한사랑점	인천광역시 부평구 부일로 30	-
withme	525	인천	인천석남점	인천광역시 서구 건지로 273	-
withme	526	인천	부평동수타운점	인천광역시 부평구 경인로 899 1필지 B01호	-
withme	527	인천	구월한성점	인천광역시 남동구 호구포로764번길 49-2	-
withme	528	인천	인천용현5동점	인천광역시 남구 토금북로11번길 3	-
withme	529	인천	인천연수점	인천광역시 연수구 새말로 20	-
withme	530	인천	부평한국점	인천광역시 부평구 부평대로278번길 42	-
withme	531	인천	인천크리스탈점	인천광역시 서구 크리스탈로102번길 25 (청라푸르지오아파트)	-
withme	532	인천	인천가정로점	인천광역시 서구 가정로 338	-
withme	533	인천	논현한라점	인천광역시 남동구 포구로 64-8	-
withme	534	인천	송도스마트밸리점	인천광역시 연수구 송도미래로 30	-
withme	535	인천	인천제물포점	인천광역시 남구 경인로 148-2	-
withme	536	인천	작전까치공원점	인천광역시 계양구 계양문화로 27	-
withme	537	인천	구월타운점	인천광역시 남동구 예술로226번길 28 1F 10호	-
withme	538	인천	인천연희점	인천광역시 서구 청라에메랄드로 113 상가동 102호	-
withme	539	인천	부평청천점	인천광역시 부평구 마장로 384	-
withme	540	인천	청라캐슬점	인천광역시 서구 청라커낼로 252 D동 112호	-
withme	541	인천	송도센트럴파크점	인천광역시 연수구 아트센터대로 203 B동 123호	-
withme	542	인천	간석점	인천광역시 남동구 동암남로34번길 50	-
withme	543	인천	부평은서점	인천광역시 부평구 부흥북로84번길 25	-
withme	544	인천	부평타운점	인천광역시 부평구 장제로109번길 15	-
withme	545	인천	인천화수점	인천광역시 동구 화수로 43	-
withme	546	인천	인천송월점	인천광역시 중구 참외전로59번길 38	-
withme	547	인천	송도지식정보단지점	인천광역시 연수구 인천타워대로54번길 3	-
withme	548	인천	동인천점	인천광역시 중구 전동 16-12	-
withme	549	인천	인천작은구월점	인천광역시 남동구 인주대로748번길 13	-
withme	550	인천	인천논현역점	인천광역시 남동구 청능대로 563 (논현동 631-7,동아베스트프라자 1층 112호)	-
withme	551	인천	계산역점	인천광역시 계양구 계산2동 929-4호 (1층)	-
withme	552	인천	인천청라점	인천광역시 서구 청라라임로 85, 115	-
withme	553	인천	인천주안점	인천광역시 남구 인하로299번길 15	-
withme	554	인천	인천주안북점	인천광역시 남구 석정로 360 상가-103(주안동,주안태화아파트)	-
withme	555	인천	인천엠파크점	인천광역시 서구 염곡로149(1층B105호)	-
withme	556	인천	인천만수점	인천광역시 남동구 만수로 47, 103(만수동,39)	-
withme	557	인천	인천논현점	인천광역시 남동구 논고개로123번길 24	-
withme	558	인천	인천검암점	인천광역시 서구 승학로 452, 115	-
withme	559	인천	인천간석점	인천광역시 남동구 구월로 64 (1층	-
withme	560	인천	신세계인천점	인천광역시 남구 연남로 35(4층)	-
withme	561	인천	부평산곡점	인천광역시 부평구 부영로189번길 51 (산곡동)	-
withme	562	인천	동암비버리시티점	인천광역시 부평구 열우물로25번길 14-3(동암비버리시티106)	-
withme	563	인천	농협로타리점	인천광역시 부평구 장제로 60 (부평동)	-
withme	564	인천	논현아크리아점	인천광역시 남동구 소래역로46번길 20(논현동,아크리아상가103호)	-
withme	565	인천	고잔공단점	인천광역시 남동구 앵고개로 676 (고잔동)	-
withme	566	인천	간석2호점	인천광역시 남동구 간석동 동암남로34번길 50	-
